date,p_Aggression_mean,p_Anxiety_mean,p_Disappointment_mean,p_Hope_mean,p_Neutral_mean,p_Uncertainty_mean,p_Aggression_wmean,p_Anxiety_wmean,p_Disappointment_wmean,p_Hope_wmean,p_Neutral_wmean,p_Uncertainty_wmean,emotion_entropy,msg_volume
2020-02-11,0.021759082,0.39123043,0.036287196,0.083947934,0.34062365,0.12615168,0.023099334373610024,0.3781418412877522,0.037530342519091243,0.09200546446886877,0.3542963688461469,0.11492664987423158,2.0295517,17
2020-02-12,0.025194986,0.117420636,0.060355503,0.01561352,0.5457175,0.23569791,0.018685015674864493,0.10661650096976907,0.060516297710913484,0.015495576059230593,0.5485952512189142,0.25009136727757897,1.8030828,18
2020-02-13,0.027742859,0.46944267,0.044076648,0.07038346,0.33657396,0.051780377,0.030286088873418365,0.5125214889696108,0.042055174789284784,0.06126677980023842,0.29987265313868766,0.053997802797991955,1.8735532,19
2020-02-14,0.068042964,0.17614582,0.05325506,0.014272638,0.46687716,0.22140637,0.0796499338672003,0.197428441833451,0.05165485959475754,0.015285381130661385,0.4382444439566006,0.2177369466665172,2.0125768,16
2020-02-15,0.031230258,0.48274928,0.033536755,0.0723673,0.24258706,0.13752933,0.033789075205322185,0.47476635109260745,0.03613314455973432,0.08690880603847635,0.22791667036347443,0.14048596140772626,1.9911573,8
2020-02-16,0.03417702,0.42478368,0.027340205,0.012300886,0.4433105,0.058087777,0.035890261524972794,0.3769096809901914,0.02995966789520768,0.012336016546188412,0.4884354065400634,0.05646900788154719,1.6699469,4
2020-02-17,0.044356674,0.22854438,0.03625477,0.03926902,0.43076548,0.22080967,0.04102228319597754,0.20840369578122067,0.0362035029367894,0.042682492140342046,0.4318943970525954,0.23979362044614486,2.047516,16
2020-02-18,0.07318336,0.3375973,0.032699604,0.021160608,0.29151252,0.24384661,0.08350961498212822,0.3654618058898793,0.031873237347376696,0.018460323459901503,0.24764340503753451,0.2530516156053438,2.0989027,14
2020-02-19,0.016225029,0.43367332,0.025954356,0.070212826,0.3522619,0.1016726,0.016931612704409196,0.47013882172797317,0.025983224524038513,0.05275304392297151,0.3312290361884535,0.10296425868903655,1.8905401,15
2020-02-20,0.016778463,0.35056233,0.04172338,0.013683267,0.4402232,0.13702933,0.01594145733806349,0.3377175486867042,0.03762396167115702,0.013798408647907004,0.4402583118057707,0.15466030156706276,1.8190374,19
2020-02-21,0.05995314,0.36457977,0.024281139,0.016504005,0.32750118,0.20718081,0.06625542720480752,0.3902782919677719,0.023878074906348426,0.01657053696683063,0.3096067198295481,0.19341096967358926,2.0000253,19
2020-02-22,0.16725333,0.31543764,0.17812073,0.069367416,0.2535498,0.016271077,0.2524174279189566,0.32766849507521467,0.21949242375573189,0.06031756655208916,0.12631694289799603,0.013787179168930255,2.2655747,6
2020-02-23,0.017837746,0.3363303,0.024407158,0.011127725,0.42427942,0.18601768,0.02095098172198618,0.41363151407308435,0.020805135734363822,0.01144183192509071,0.33480343797917406,0.19836708614505763,1.8114662,6
2020-02-24,0.019723529,0.4533951,0.042646196,0.026389912,0.35155144,0.10629382,0.020424949937767164,0.4835189518753276,0.041345446734893744,0.024811072834620692,0.31955554490332605,0.11034404297385807,1.8355433,19
2020-02-25,0.022771187,0.37259355,0.03213979,0.021337332,0.39998838,0.15116975,0.023806212769389653,0.43806423754928003,0.027362090706615393,0.022015929936687488,0.30815811169685553,0.1805934145670086,1.8736031,13
2020-02-26,0.017028933,0.4778273,0.10014609,0.019293616,0.25905082,0.12665321,0.017794982360219896,0.5104710345379625,0.08658210270406903,0.01906424031690198,0.20191803133625394,0.16416957852218744,1.9338833,6
2020-02-27,0.031742726,0.50883263,0.06156404,0.015749574,0.23780909,0.14430194,0.0319421659286448,0.5350058315929055,0.05957999328610998,0.016131204541294315,0.2156723407986698,0.14166844536611037,1.8916702,23
2020-02-28,0.0525998,0.697137,0.01310879,0.014620157,0.11663503,0.10589922,0.04860560933651122,0.7498066606701794,0.01050734843548947,0.015213563831380356,0.06267349766436532,0.11319331980882745,1.4620248,19
2020-02-29,0.03509817,0.37108245,0.04187578,0.07691218,0.40380087,0.07123052,0.03143626964418451,0.3813197935985792,0.040476389893869244,0.0738282476754587,0.390229509298027,0.08270978205799702,1.9764209,7
2020-03-01,0.02098626,0.45952114,0.01707009,0.015878452,0.29245755,0.19408649,0.019552380079283307,0.434396858637949,0.015900927569454323,0.015345653272638567,0.2735094249441989,0.2412947462656842,1.8054107,12
2020-03-02,0.015024214,0.3627679,0.028430976,0.053805087,0.35994172,0.18003012,0.01566284958051865,0.3975071027078904,0.023466756168293062,0.056824703958188325,0.31591545892833767,0.19062314344917974,1.9705148,24
2020-03-03,0.030022178,0.48602897,0.057049397,0.017153151,0.21369697,0.19604933,0.02932751902911027,0.4462299907619281,0.06195762728028474,0.017899373336278022,0.2148560856750152,0.22972941689309848,1.9306874,28
2020-03-04,0.01897927,0.4328316,0.029088287,0.012304575,0.3556225,0.1511738,0.019260511720081194,0.4696836563031133,0.02658283222632511,0.012840664445321209,0.3152127859826599,0.15641957282849184,1.8004795,13
2020-03-05,0.028727194,0.54085267,0.03149002,0.05340596,0.20698062,0.13854356,0.024590084450196153,0.509238089996065,0.034814287089129425,0.06290503541118941,0.2277752441188897,0.14067725611744014,1.874955,21
2020-03-06,0.019195147,0.48514652,0.032397453,0.04386898,0.15835784,0.26103404,0.019435279890488957,0.48903314069511133,0.02143763568669676,0.04353450287543814,0.14739552701459244,0.27916389703284133,1.9007411,20
2020-03-07,0.025997922,0.4551282,0.14787547,0.06257466,0.27588865,0.032535125,0.02758935496313233,0.5192754825634076,0.1456365609540976,0.06767769178140229,0.20735187197027333,0.03246904182469464,1.9850653,6
2020-03-08,0.15581049,0.42423669,0.028957056,0.11283741,0.15706764,0.12109067,0.16391140720023692,0.4620847479503708,0.02545966369745757,0.1140535378404847,0.11283033149021651,0.12166028954482824,2.2341344,11
2020-03-09,0.031158201,0.6390764,0.016309919,0.015146823,0.15527578,0.14303285,0.03239065215208665,0.662976838859905,0.012688721124754571,0.0156842549541004,0.11901028946780975,0.15724924613630736,1.5756693,11
2020-03-10,0.0422459,0.28205207,0.070870996,0.080619946,0.3824194,0.1417917,0.02787984432212331,0.2914094331165652,0.07608506830445258,0.09203947393970235,0.369661583036773,0.14292459954786507,2.2012937,20
2020-03-11,0.02017975,0.5084113,0.022645963,0.013116243,0.24252778,0.19311893,0.019352777020704034,0.49128825400851706,0.02358145067877519,0.013038874389277599,0.2621562271854083,0.19058239240284383,1.7694023,19
2020-03-12,0.074951895,0.49654144,0.032906864,0.052234985,0.25943866,0.083926156,0.08355339195819438,0.5509537623771813,0.029342216419901992,0.053223904708092296,0.21201694659311457,0.07090976972375226,1.971238,27
2020-03-13,0.018433891,0.47048554,0.061014503,0.018809315,0.35124922,0.08000756,0.017925461047596878,0.4290702928676942,0.0674353004833019,0.019458336065183067,0.3840974332428749,0.08201319269984716,1.7937009,17
2020-03-14,0.031154085,0.36207494,0.028294414,0.013693719,0.30506665,0.25971624,0.025024452100317948,0.3854616189641958,0.018286265260344454,0.013460902893982387,0.18161793859363173,0.37614887619083576,1.9445418,4
2020-03-15,0.0174521,0.41378194,0.091116115,0.016506542,0.37150174,0.089641556,0.018303025977996656,0.39658397426160913,0.11085319977070741,0.017415447289449344,0.3757954270034951,0.08104890875524239,1.8839766,10
2020-03-16,0.021334402,0.64915854,0.02515993,0.014513669,0.19521508,0.094618365,0.022203692603704552,0.6864234691232706,0.022116235234655605,0.014914742899523109,0.1613843432741813,0.09295751497282936,1.5273349,23
2020-03-17,0.024513245,0.5418249,0.02042122,0.06785268,0.23843305,0.10695497,0.026473962555971932,0.5756078356058384,0.018851911335686724,0.0832367109332862,0.19091129476970478,0.10491829587990781,1.8262718,14
2020-03-18,0.073336266,0.58835864,0.021348022,0.076024674,0.18374015,0.057192262,0.08101714258201523,0.6149684867466073,0.01932443777725705,0.07184472189928126,0.15605457801050326,0.05679062463608794,1.8129498,25
2020-03-19,0.022556908,0.52677834,0.054447785,0.01554409,0.25058678,0.13008612,0.02339030949312898,0.5315798224997312,0.03345683156609735,0.016782757266522515,0.24844661122099265,0.14634368943381765,1.8156272,25
2020-03-20,0.034705017,0.43734595,0.027368031,0.0148901725,0.27818337,0.20750743,0.03163355927867482,0.4628888104142965,0.02421636419280635,0.01568493056125698,0.2449714233738797,0.2206049029068984,1.9068307,21
2020-03-21,0.017835036,0.45277476,0.020601837,0.0424795,0.36796007,0.098348804,0.020150336731040254,0.5570178119616183,0.018058545564422712,0.0505772075669609,0.24892780445385018,0.10526833103123247,1.7899721,3
2020-03-22,0.10203116,0.5834764,0.01780608,0.13171297,0.13516104,0.029812401,0.10642651976506433,0.5180807314199606,0.02117095749403621,0.16636467720037484,0.1572852781708717,0.03067188317991454,1.8194993,11
2020-03-23,0.019917483,0.5307754,0.022743085,0.023655692,0.2247283,0.17818005,0.023248181083911374,0.5971056751014634,0.01826514421661232,0.02353970857428624,0.1784525560794549,0.1593887262136826,1.7769138,23
2020-03-24,0.03092947,0.48348096,0.023337571,0.04302666,0.24504456,0.17418079,0.03200285814997048,0.4662888795386,0.02317218376780278,0.04739537770624414,0.24339424535808146,0.18774645990514258,1.920158,22
2020-03-25,0.08597473,0.5411251,0.028463887,0.042814568,0.24774614,0.053875573,0.0915750374680306,0.5830337843280088,0.026179557403408226,0.051029952136420455,0.19645198863183255,0.05172966765943527,1.8503158,26
2020-03-26,0.08724636,0.5480563,0.040537916,0.017220775,0.18385139,0.123087265,0.10103023964155886,0.5764842943730402,0.04705592160943646,0.017556062215209924,0.15954324463587682,0.09833024222724106,1.8920949,19
2020-03-27,0.019044848,0.46408424,0.028049434,0.015751407,0.34916943,0.1239006,0.019260231267593454,0.48766729167313916,0.02629076398265185,0.016667996011126892,0.3149701498442741,0.13514354943383441,1.7650889,19
2020-03-28,0.024358567,0.46819365,0.028099732,0.09498918,0.33898246,0.045376375,0.028470984124629454,0.4641488638600349,0.029374544081384155,0.12646705776990377,0.3081601883467428,0.04337834716782968,1.842057,8
2020-03-29,0.036028955,0.50584024,0.027955405,0.020622004,0.31120792,0.09834551,0.03931799617639159,0.49453832937680015,0.029005788356280607,0.02142047363108587,0.31855814086051587,0.09715927399262382,1.7830136,8
2020-03-30,0.06306707,0.4038608,0.050675403,0.03310423,0.32353383,0.12575863,0.04345285624980212,0.39730275670156157,0.05671258044110842,0.03471614281254163,0.3451470472960404,0.12266861414621565,2.0634222,25
2020-03-31,0.076503605,0.5282063,0.027223904,0.01639725,0.2056478,0.14602116,0.08494373072494714,0.4868034874634635,0.029873933617820463,0.016530332256215897,0.20546504742215854,0.17638347456555156,1.8834215,16
2020-04-01,0.02403206,0.49654374,0.023379158,0.045459844,0.27994663,0.13063855,0.02541461338831064,0.4754718856705546,0.0243826520998099,0.05097285115927764,0.28126791435578474,0.14249008475847563,1.8579788,20
2020-04-02,0.07134152,0.3668406,0.031852122,0.04066762,0.3266682,0.16262992,0.07948221394559862,0.37773083631733867,0.03272146966204045,0.04536538079045837,0.3050008809400686,0.15969922517107316,2.1021714,27
2020-04-03,0.10908336,0.332693,0.06352837,0.027636185,0.32906264,0.13799645,0.12928747199565516,0.4018298074249243,0.07164177475661439,0.02936405697193444,0.26850627535665567,0.09937061589577481,2.1945825,19
2020-04-04,0.02152921,0.51755106,0.03231435,0.01851866,0.19693995,0.21314679,0.020333226573284832,0.4818777499045245,0.03201403203209385,0.019387038875089767,0.20614729839916174,0.2402406468477894,1.8145889,15
2020-04-05,0.1032685,0.4664095,0.019609671,0.07587707,0.2013027,0.13353255,0.09326234152155252,0.48843051421525485,0.01815569234465779,0.07238411212022795,0.18846694122482913,0.13930040604979235,2.0983744,11
2020-04-06,0.07117467,0.57720816,0.019161845,0.016532462,0.17364444,0.14227842,0.08525795172438905,0.5856300195975309,0.017164095092315024,0.017111105225098643,0.13218366395983994,0.1626531378334712,1.7750119,15
2020-04-07,0.021111006,0.52206415,0.03267698,0.06714219,0.2499302,0.107075475,0.022777010405033177,0.5838217867294159,0.02891868713192499,0.06757056188677187,0.19497466778184208,0.1019372772487244,1.8750471,25
2020-04-08,0.031724624,0.40038726,0.057707787,0.024520833,0.3578374,0.12782209,0.033744643220971995,0.37374674672658603,0.06353738156835678,0.02572755308941238,0.36147519026408004,0.1417684726314804,1.9652007,22
2020-04-09,0.046133686,0.49107772,0.028485663,0.020503143,0.2390438,0.17475596,0.0435656820892495,0.4375645323779494,0.03053627617795216,0.021221317809008374,0.2706484086045453,0.19646377436839235,1.9031248,22
2020-04-10,0.05121366,0.459983,0.03483859,0.019539807,0.35395056,0.08047439,0.060422554646220455,0.5113386524571071,0.024720197993862957,0.021213182674395693,0.28507207732130396,0.09723332822247492,1.8374791,13
2020-04-11,0.024303703,0.5120793,0.036621023,0.027686715,0.2627579,0.13655134,0.023231712971932026,0.489979228171147,0.03739546869837006,0.03212927760778842,0.25487362638965294,0.16239068567043377,1.8416616,11
2020-04-12,0.018976206,0.56367666,0.02435209,0.010620284,0.23934545,0.14302932,0.01411863931266874,0.4617594097640134,0.021323649438416713,0.009379711172883906,0.231561748383837,0.26185685844337936,1.6699075,6
2020-04-13,0.04741563,0.32260424,0.047752928,0.016433526,0.37990826,0.18588543,0.021586527032497277,0.33049951089308977,0.042562650465448056,0.01521492979478343,0.396720622864662,0.19341577861610024,2.0237544,20
2020-04-14,0.018021809,0.37137902,0.034114413,0.021740563,0.34892666,0.20581754,0.016379774792365014,0.3360595364120123,0.03567564032941128,0.022927414534215394,0.34410395409845645,0.24485366970235017,1.920874,18
2020-04-15,0.032928653,0.39049643,0.03389465,0.034815464,0.3402039,0.16766088,0.03518588755142679,0.39832912157448375,0.03178882832341103,0.029676310526532752,0.30857235919010756,0.19644748987100327,1.9872191,21
2020-04-16,0.018195525,0.4602112,0.024725566,0.060950663,0.3126579,0.12325914,0.018149973704443805,0.43376763059119294,0.026318188086822625,0.0716472726547428,0.3148787182138861,0.1352381969057945,1.8951396,19
2020-04-17,0.06105708,0.36776453,0.04159489,0.1095352,0.3603179,0.05973038,0.04927460192343141,0.4397656062101883,0.035733571243216515,0.11396567549721573,0.30597809996874215,0.05528243987304582,2.0907662,20
2020-04-18,0.019542638,0.23740855,0.04272753,0.35303277,0.2596399,0.087648615,0.015761177986484343,0.2127812659595515,0.05540583347470311,0.2489682223075015,0.33138038460630287,0.13570309744507336,2.14106,10
2020-04-19,0.0188236,0.44650036,0.02471046,0.14635715,0.2460399,0.11756858,0.01786831768157331,0.3970864311778626,0.026498049717657148,0.15770097189341886,0.27091736907330927,0.12992888793535615,2.0258207,8
2020-04-20,0.075638965,0.431671,0.01920102,0.026754979,0.2622296,0.18450446,0.11902277017622503,0.44075119104456073,0.017956774248735357,0.026222440525042905,0.2243490834415096,0.17169776160085612,2.0104475,21
2020-04-21,0.017403957,0.4210166,0.06714697,0.08051231,0.31934986,0.09457027,0.017659767661137582,0.4088930799393268,0.08596373646941109,0.05465272547021828,0.35976420374553525,0.07306648252537519,2.0291154,19
2020-04-22,0.04573787,0.4307934,0.027227331,0.08031016,0.32263774,0.09329353,0.02805824895205881,0.5009891304882916,0.024186385405289817,0.06988181726296143,0.2581463695401739,0.11873804390241473,2.0064862,26
2020-04-23,0.01786037,0.33277714,0.06495756,0.047851644,0.44641024,0.09014304,0.018409338633723103,0.33485959244068403,0.06669038803182885,0.053455561957100176,0.44153422033605083,0.08505090692578779,1.9303856,31
2020-04-24,0.031140571,0.3772642,0.06278463,0.041722782,0.32311988,0.16396797,0.03158332196405505,0.38556878868124483,0.06445683705873433,0.045599696603396064,0.2997978225993569,0.17299354034516756,2.082723,23
2020-04-25,0.10733173,0.70410347,0.021088406,0.015839718,0.10325791,0.04837875,0.16674136503111875,0.6672977550851802,0.025558250661012777,0.0168984769064615,0.07982976044337502,0.04367436738715717,1.4637313,4
2020-04-26,0.15495102,0.58010876,0.027359976,0.026141346,0.17764378,0.03379511,0.03377696210601294,0.6367533395470489,0.03382257664311573,0.029754291589968822,0.22517688473856448,0.040715979625151055,1.7600719,7
2020-04-27,0.050128512,0.4144585,0.021306757,0.0133971255,0.33153373,0.16917537,0.053563782664643435,0.35601325061864747,0.026820529399928253,0.014714207470758868,0.3851480757151037,0.1637401554394438,1.9065049,20
2020-04-28,0.061141208,0.35763454,0.024152884,0.09984314,0.28642243,0.17080578,0.0585240267254969,0.4118878893892765,0.020099038240648646,0.10206149602950487,0.2265886219547673,0.1808389149396178,2.1907985,21
2020-04-29,0.030070288,0.53290504,0.016510095,0.015860053,0.2471668,0.15748775,0.03313590654820397,0.523318167924406,0.016194989372055265,0.016259590521921767,0.23975814994219163,0.17133319944598235,1.7468605,21
2020-04-30,0.065511174,0.43557116,0.030007552,0.017909052,0.26809308,0.18290801,0.06626764780762268,0.4228768538780633,0.02639492801814724,0.01770765413329935,0.23840605053828437,0.22834686875362792,1.9930127,23
2020-05-01,0.020597149,0.44271475,0.037524186,0.0683881,0.35466692,0.076108925,0.019961712821529826,0.41038531018659036,0.04016178264618209,0.06340948697670203,0.3864071283439622,0.07967457268329341,1.8913883,14
2020-05-02,0.023909457,0.53122973,0.021448169,0.046684265,0.29409,0.08263835,0.023454505481896273,0.507753618017146,0.021969055530751774,0.047593814658907864,0.3131665756355967,0.08606241884615812,1.7553735,11
2020-05-03,0.018752802,0.4306513,0.023013778,0.039868042,0.33873588,0.14897819,0.019325995620394817,0.4398063921515649,0.02225346813081815,0.04512649387490752,0.32349858086227523,0.14998905213348074,1.8797989,13
2020-05-04,0.022701504,0.51956326,0.010599688,0.016120406,0.1766109,0.25440428,0.023853762080965922,0.5393854322182696,0.009694459224510912,0.01607723611070699,0.150720251513752,0.2602688412606881,1.7244629,14
2020-05-05,0.034179535,0.3805632,0.040130515,0.015306697,0.38125634,0.14856374,0.0340921857510069,0.3802696103074248,0.03819378890116016,0.016113212639369722,0.36942925831828366,0.161901960981078,1.9144385,19
2020-05-06,0.030292701,0.5294522,0.037720554,0.069417804,0.22528015,0.10783661,0.03171978873523151,0.5529512566574274,0.029974843160775526,0.06409445358936794,0.21121956446874102,0.1100401004313899,1.9149641,21
2020-05-07,0.031279154,0.37143916,0.030920632,0.068106845,0.29544303,0.20281118,0.02837134125520683,0.36169694827667537,0.02570613181808428,0.0819309880189072,0.28415037732437015,0.2181442014486417,2.092656,18
2020-05-08,0.04486151,0.28955516,0.046680655,0.060326885,0.36213955,0.19643624,0.04549634658152194,0.2866671146186977,0.03464459174983838,0.06534418190145024,0.3566734684088224,0.21117430198476,2.161301,24
2020-05-09,0.024393937,0.45032296,0.042753324,0.0340872,0.39662072,0.051821828,0.025072679612266318,0.4287033170948466,0.044340891037466884,0.05633883658211458,0.3941145730492482,0.051429695525041674,1.7600437,5
2020-05-10,0.023322973,0.48511267,0.030021582,0.010458614,0.38670138,0.06438278,0.023436780807590887,0.4994966493025091,0.029478962555579986,0.010221501119179873,0.36975938740437586,0.06760670660488097,1.63821,7
2020-05-11,0.017038502,0.22638546,0.028831022,0.064287305,0.4472171,0.21624064,0.01856725595715441,0.24729636197943697,0.02540593257807183,0.07399122947204663,0.405334917504158,0.22940433049187142,1.9842561,18
2020-05-12,0.01548129,0.30601776,0.026269024,0.021636691,0.4393821,0.1912131,0.015118025054037015,0.299754396497316,0.024797313625301864,0.021989492386621925,0.4290570613345224,0.20928370937387994,1.8511356,21
2020-05-13,0.08094449,0.43972665,0.028279716,0.02216568,0.32618952,0.10269394,0.09944966779657861,0.4241957403686859,0.027626325827546004,0.0224037916416907,0.3111362529338667,0.11518820370218812,1.9464788,20
2020-05-14,0.020131543,0.44683957,0.027996128,0.0679593,0.27940035,0.15767309,0.020215659585986253,0.45146892056807464,0.025382253352435293,0.041135007219936355,0.2658677535726058,0.19593040973227757,1.9749622,20
2020-05-15,0.09546223,0.15379444,0.061070487,0.015636554,0.5215478,0.15248847,0.11801536745830724,0.12852139958770462,0.06565274260191155,0.01587504934483185,0.4995148508533497,0.17242057168743477,1.9825613,22
2020-05-16,0.011232068,0.20217963,0.05035884,0.010412786,0.6319345,0.093882166,0.011825272567663418,0.21516678140764714,0.042710215418394044,0.010590946934259942,0.6047197585896996,0.11498704070318033,1.5635853,9
2020-05-17,0.025257679,0.26682934,0.033228796,0.018738657,0.5237544,0.1321911,0.022713688349971693,0.24460344511122445,0.03190335251893002,0.01792543192255309,0.5300114440620081,0.15284264334602754,1.7879341,7
2020-05-18,0.04166203,0.29986805,0.031327013,0.03165322,0.40515888,0.19033082,0.044808514043710286,0.2475072419168401,0.03316902689376714,0.03643543747700807,0.4411406558629452,0.19693912670644684,2.0099227,17
2020-05-19,0.021508316,0.2786775,0.05476637,0.04834211,0.46064186,0.13606384,0.022759756969581886,0.2770870160515991,0.057386392159005886,0.03043083525272539,0.456382912526178,0.15595307797214164,1.9802846,17
2020-05-20,0.017374167,0.45490313,0.018195994,0.0139369955,0.30104357,0.19454613,0.018960414984704105,0.4902523835027594,0.01696750379888572,0.014361805619701446,0.29251125608805517,0.16694663312456345,1.7904971,15
2020-05-21,0.04202245,0.49377632,0.031122642,0.04376545,0.3127289,0.07658424,0.04861378209911949,0.51160135925572,0.028115580436421754,0.051407072465102,0.2996389643089331,0.06062324808997957,1.856546,18
2020-05-22,0.018608665,0.30573788,0.034036886,0.121723995,0.3568845,0.16300806,0.0194980407818745,0.32220299613257103,0.034257056350480895,0.10721362598857036,0.3547271153014924,0.16210113978428348,2.1225734,23
2020-05-23,0.021818165,0.5272196,0.01784327,0.013517777,0.24968533,0.16991588,0.020188098374261616,0.42233630238117226,0.020073169779066567,0.014050154428263158,0.3105946406256681,0.21275762063167408,1.7291913,5
2020-05-24,0.11374597,0.38498548,0.029149657,0.010902796,0.3648539,0.09636219,0.1491669043705093,0.30215201119103563,0.033263128953980974,0.010454522341257605,0.39954967669800545,0.1054137466619486,1.9626241,8
2020-05-25,0.020268517,0.32410604,0.076124296,0.026455881,0.46504667,0.08799856,0.01983523058252684,0.31585505945061126,0.0721784231518234,0.028161679148137532,0.46517646617845704,0.0987931449492325,1.8845251,14
2020-05-26,0.018747756,0.3781298,0.042275403,0.055170447,0.39832452,0.10735209,0.018582794362826217,0.34266831302207323,0.04407285070921651,0.06182764609031877,0.41869989366402754,0.11414851334956987,1.936246,20
2020-05-27,0.017192166,0.26463366,0.045637425,0.033561848,0.4538862,0.1850887,0.017204051961726714,0.26676611734377564,0.0409961144645129,0.0356753033782176,0.4208674242903119,0.21849099875983616,1.9436377,25
2020-05-28,0.01624935,0.36769748,0.048580833,0.012415251,0.39101836,0.16403873,0.015827807125819195,0.3471442120672147,0.05511960964124742,0.012886709361709398,0.3897302966726204,0.17929135031713048,1.8754109,17
2020-05-29,0.054781694,0.3817452,0.05043088,0.015040915,0.37270436,0.12529697,0.05854166964298937,0.3373331997145032,0.05851076582089907,0.016081846835930096,0.4365773285043144,0.09295517748342237,1.9744707,19
2020-05-30,0.024002314,0.48039922,0.04510386,0.014519927,0.3888244,0.04715028,0.024183965826458806,0.4733360048572179,0.046559805321674946,0.014136470049760179,0.39885921322204076,0.042924527457965156,1.6652275,10
2020-05-31,0.019266268,0.28404143,0.03434911,0.08706535,0.3537754,0.22150245,0.017003232849007913,0.23986815791400584,0.03256246027571081,0.109872134728371,0.33940006415450635,0.2612939492232291,2.1112509,14
2020-06-01,0.0570159,0.4340096,0.041202053,0.024267927,0.34338024,0.10012425,0.06869886173878628,0.4380280758512677,0.0318629844700565,0.019352171104972574,0.3217007032274838,0.12035719446209972,1.9399817,17
2020-06-02,0.10966851,0.42222542,0.04254714,0.07138193,0.24825923,0.10591777,0.14159711386960583,0.3955251475619698,0.03978764352816798,0.08994021808302476,0.20157465589959248,0.13157524024396572,2.1826448,17
2020-06-03,0.036187273,0.4867808,0.025111208,0.063318014,0.32956228,0.059040435,0.04041749819985151,0.4971659676004967,0.0227188526136981,0.08430437069196489,0.2988707449165595,0.05652256617150519,1.8332047,18
2020-06-04,0.023904236,0.49015516,0.031209929,0.078782916,0.29626784,0.079679914,0.021740954076460737,0.4734250992957626,0.02835643103426215,0.06082456375329719,0.3164749095153994,0.09917803838444306,1.8886641,17
2020-06-05,0.025473738,0.31164733,0.07086007,0.08560769,0.38431302,0.122098155,0.025478500272420913,0.2817225773335373,0.07775230640859371,0.10870634699849314,0.39409327643920883,0.11224700315732386,2.1339037,22
2020-06-06,0.039815035,0.5376688,0.030826136,0.017900964,0.34164897,0.032140095,0.03538393232610354,0.4608500002159845,0.03694532172136386,0.017894995660627952,0.41013775162807325,0.038788009478098996,1.6138737,7
2020-06-07,0.026044331,0.31545854,0.050069064,0.038880415,0.40053758,0.1690101,0.023200008403173947,0.30586493407753734,0.04324991958192429,0.044680164031722945,0.3569213927524978,0.22608359305649797,2.0227706,6
2020-06-08,0.064136654,0.22822739,0.04376128,0.08547214,0.45452276,0.123879775,0.0781456627185642,0.18367667267993854,0.04381161870902997,0.09904341557688313,0.45895751149285713,0.136365112158244,2.1317503,21
2020-06-09,0.07153178,0.36593798,0.029493023,0.021145828,0.39085716,0.12103421,0.09397742050927785,0.3055335607020477,0.029023995081839202,0.022806914892756307,0.41831308732482875,0.13034503737238815,1.9689559,17
2020-06-10,0.019554302,0.36751068,0.028072739,0.028481774,0.38044775,0.17593277,0.019623101957649904,0.3875476612206284,0.02550802952092661,0.03146960726432736,0.33922087392545175,0.19663073498314798,1.9041396,25
2020-06-11,0.023343625,0.4349761,0.029536465,0.014764043,0.24920149,0.24817824,0.0217270142058309,0.39149563576568724,0.02442868159838011,0.01484612950202843,0.25489276249577386,0.2926097581231234,1.8873496,20
2020-06-12,0.08431129,0.43641987,0.049369913,0.044384845,0.3053829,0.08013117,0.08160992963901464,0.3715775117265034,0.058742942455496376,0.05102370898025581,0.36044339195346525,0.07660251840049648,2.0510182,14
2020-06-13,0.18421817,0.40616152,0.028797138,0.014124598,0.24367706,0.12302152,0.20799383023493406,0.4275599078681106,0.027548860898077364,0.014027042722577373,0.2476523331739682,0.07521803271295846,2.0799882,8
2020-06-14,0.10766364,0.34165165,0.042150926,0.029541451,0.40684122,0.07215111,0.11809903976604788,0.27250544609632327,0.04645930106604335,0.032252073950689075,0.46344234978618776,0.06724176681335811,2.0197165,7
2020-06-15,0.018608833,0.3715236,0.030901799,0.06910529,0.29426375,0.21559677,0.015473260261916024,0.3200312039961591,0.03139502737591459,0.08541286147407409,0.28292555354944626,0.26476208921433625,2.0556521,14
2020-06-16,0.016280297,0.47413093,0.024097502,0.012964917,0.2909851,0.18154128,0.01844360288453642,0.573867188335275,0.016336500426850455,0.014940193909573324,0.1974183421629795,0.17899419603083494,1.7831169,13
2020-06-17,0.020447433,0.33181983,0.044695113,0.048439052,0.39123163,0.16336694,0.01919585334798287,0.30462313521421447,0.051934228879961415,0.05239218215796223,0.3906927759983165,0.18116183334841854,2.011519,22
2020-06-18,0.08267278,0.44367272,0.027148573,0.015449601,0.31364146,0.11741487,0.11724468311568524,0.4272879218774204,0.029337345352166436,0.01487436065843577,0.316671368973316,0.09458431685558757,1.9392188,15
2020-06-19,0.0658841,0.3529246,0.029283043,0.11476114,0.266259,0.17088813,0.07711197535500416,0.3205031718939148,0.02935573877051984,0.13646239364232515,0.2568058363942686,0.17976089803736667,2.240299,20
2020-06-20,0.02086292,0.33513078,0.032734994,0.017983502,0.3945064,0.19878139,0.021573038862195602,0.33089100992005305,0.026683136613181387,0.015347012319946516,0.36466608748414603,0.24083972802241727,1.9034703,14
2020-06-21,0.071405,0.46646896,0.033551395,0.012692752,0.2827913,0.1330906,0.07748999028641339,0.5002279972619572,0.031458587685814485,0.01227983771614442,0.2430467568220611,0.135496820129225,1.9318918,12
